Title,Authors,PDF Link,Year
"Noise2Same: Optimizing A Self-Supervised Bound for Image Denoising","Yaochen Xie, Zhengyang Wang, Shuiwang Ji","https://papers.nips.cc//paper_files/paper/2020/file/ea6b2efbdd4255a9f1b3bbc6399b58f4-AuthorFeedback.pdf","2020"
"Graphical model inference: Sequential Monte Carlo meets deterministic approximations","Fredrik Lindsten, Jouni Helske, Matti Vihola","https://papers.nips.cc//paper_files/paper/2018/file/351869bde8b9d6ad1e3090bd173f600d-Paper.pdf","2018"
"Early-Learning Regularization Prevents Memorization of Noisy Labels","Sheng Liu, Jonathan Niles-Weed, Narges Razavian, Carlos Fernandez-Granda","https://papers.nips.cc//paper_files/paper/2020/file/ea89621bee7c88b2c5be6681c8ef4906-AuthorFeedback.pdf","2020"
"Playing hard exploration games by watching YouTube","Yusuf Aytar, Tobias Pfaff, David Budden, Thomas Paine, Ziyu Wang, Nando de Freitas","https://papers.nips.cc//paper_files/paper/2018/file/35309226eb45ec366ca86a4329a2b7c3-Paper.pdf","2018"
"Improved Algorithms for Collaborative PAC Learning","Huy Nguyen, Lydia Zakynthinou","https://papers.nips.cc//paper_files/paper/2018/file/3569df159ec477451530c4455b2a9e86-Paper.pdf","2018"
"LAPAR: Linearly-Assembled Pixel-Adaptive Regression Network for Single Image Super-resolution and Beyond","Wenbo Li, Kun Zhou, Lu Qi, Nianjuan Jiang, Jiangbo Lu, Jiaya Jia","https://papers.nips.cc//paper_files/paper/2020/file/eaae339c4d89fc102edd9dbdb6a28915-AuthorFeedback.pdf","2020"
"Scaling provable adversarial defenses","Eric Wong, Frank Schmidt, Jan Hendrik Metzen, J. Zico Kolter","https://papers.nips.cc//paper_files/paper/2018/file/358f9e7be09177c17d0d17ff73584307-Paper.pdf","2018"
"Learning Parities with Neural Networks","Amit Daniely, Eran Malach","https://papers.nips.cc//paper_files/paper/2020/file/eaae5e04a259d09af85c108fe4d7dd0c-AuthorFeedback.pdf","2020"
"Consistent Plug-in Classifiers for Complex Objectives and Constraints","Shiv Kumar Tavker, Harish Guruprasad Ramaswamy, Harikrishna Narasimhan","https://papers.nips.cc//paper_files/paper/2020/file/eab1bceaa6c5823d7ed86cfc7a8bd824-AuthorFeedback.pdf","2020"
"Movement Pruning: Adaptive Sparsity by Fine-Tuning","Victor Sanh, Thomas Wolf, Alexander Rush","https://papers.nips.cc//paper_files/paper/2020/file/eae15aabaa768ae4a5993a8a4f4fa6e4-AuthorFeedback.pdf","2020"
"Understanding Batch Normalization","Nils Bjorck, Carla P. Gomes, Bart Selman, Kilian Q. Weinberger","https://papers.nips.cc//paper_files/paper/2018/file/36072923bfc3cf47745d704feb489480-Paper.pdf","2018"
"Sanity-Checking Pruning Methods: Random Tickets can Win the Jackpot","Jingtong Su, Yihang Chen, Tianle Cai, Tianhao Wu, Ruiqi Gao, Liwei Wang, Jason D. Lee","https://papers.nips.cc//paper_files/paper/2020/file/eae27d77ca20db309e056e3d2dcd7d69-AuthorFeedback.pdf","2020"
"Understanding the Generalization Benefit of Model Invariance from a Data Perspective","Sicheng Zhu, Bang An, Furong Huang","https://papers.nips.cc//paper_files/paper/2021/file/2287c6b8641dd2d21ab050eb9ff795f3-Paper.pdf","2021"
"Online Matrix Completion with Side Information","Mark Herbster, Stephen Pasteris, Lisa Tse","https://papers.nips.cc//paper_files/paper/2020/file/eb06b9db06012a7a4179b8f3cb5384d3-AuthorFeedback.pdf","2020"
"Navigating with Graph Representations for Fast and Scalable Decoding of Neural Language Models","Minjia Zhang, Wenhan Wang, Xiaodong Liu, Jianfeng Gao, Yuxiong He","https://papers.nips.cc//paper_files/paper/2018/file/366f0bc7bd1d4bf414073cabbadfdfcd-Paper.pdf","2018"
"Position-based Scaled Gradient for Model Quantization and Pruning","Jangho Kim, KiYoon Yoo, Nojun Kwak","https://papers.nips.cc//paper_files/paper/2020/file/eb1e78328c46506b46a4ac4a1e378b91-AuthorFeedback.pdf","2020"
"Learning from discriminative feature feedback","Sanjoy Dasgupta, Akansha Dey, Nicholas Roberts, Sivan Sabato","https://papers.nips.cc//paper_files/paper/2018/file/36ac8e558ac7690b6f44e2cb5ef93322-Paper.pdf","2018"
"Zeroth-order (Non)-Convex Stochastic Optimization via Conditional Gradient and Gradient Updates","Krishnakumar Balasubramanian, Saeed Ghadimi","https://papers.nips.cc//paper_files/paper/2018/file/36d7534290610d9b7e9abed244dd2f28-Paper.pdf","2018"
"Improved Variance-Aware Confidence Sets for Linear Bandits and Linear Mixture MDP","Zihan Zhang, Jiaqi Yang, Xiangyang Ji, Simon S. Du","https://papers.nips.cc//paper_files/paper/2021/file/228bbc2f87caeb21bb7f6949fddcb91d-Paper.pdf","2021"
"Online Learning with Primary and Secondary Losses","Avrim Blum, Han Shao","https://papers.nips.cc//paper_files/paper/2020/file/eb2e9dffe58d635b7d72e99c8e61b5f2-AuthorFeedback.pdf","2020"
"Coordinate Descent with Bandit Sampling","Farnood Salehi, Patrick Thiran, Elisa Celis","https://papers.nips.cc//paper_files/paper/2018/file/36f4d832825380f102846560a5104c90-Paper.pdf","2018"
"How Should Pre-Trained Language Models Be Fine-Tuned Towards Adversarial Robustness?","Xinshuai Dong, Anh Tuan Luu, Min Lin, Shuicheng Yan, Hanwang Zhang","https://papers.nips.cc//paper_files/paper/2021/file/22b1f2e0983160db6f7bb9f62f4dbb39-Paper.pdf","2021"
"PAC-Bayes bounds for stable algorithms with instance-dependent priors","Omar Rivasplata, Emilio Parrado-Hernandez, John S. Shawe-Taylor, Shiliang Sun, Csaba Szepesvari","https://papers.nips.cc//paper_files/paper/2018/file/386854131f58a556343e056f03626e00-Paper.pdf","2018"
"Recursive Bayesian Networks: Generalising and Unifying Probabilistic Context-Free Grammars and Dynamic Bayesian Networks","Robert Lieck, Martin Rohrmeier","https://papers.nips.cc//paper_files/paper/2021/file/22fb0cee7e1f3bde58293de743871417-Paper.pdf","2021"
"Graph Information Bottleneck","Tailin Wu, Hongyu Ren, Pan Li, Jure Leskovec","https://papers.nips.cc//paper_files/paper/2020/file/ebc2aa04e75e3caabda543a1317160c0-AuthorFeedback.pdf","2020"
"DropMax: Adaptive Variational Softmax","Hae Beom Lee, Juho Lee, Saehoon Kim, Eunho Yang, Sung Ju Hwang","https://papers.nips.cc//paper_files/paper/2018/file/389bc7bb1e1c2a5e7e147703232a88f6-Paper.pdf","2018"
"Multi-Layered Gradient Boosting Decision Trees","Ji Feng, Yang Yu, Zhi-Hua Zhou","https://papers.nips.cc//paper_files/paper/2018/file/39027dfad5138c9ca0c474d71db915c3-Paper.pdf","2018"
"Rest-Katyusha: Exploiting the Solution's Structure via Scheduled Restart Schemes","Junqi Tang, Mohammad Golbabaee, Francis Bach, Mike E. davies","https://papers.nips.cc//paper_files/paper/2018/file/39059724f73a9969845dfe4146c5660e-Paper.pdf","2018"
"The Complexity of Adversarially Robust Proper Learning of Halfspaces with Agnostic Noise","Ilias Diakonikolas, Daniel M. Kane, Pasin Manurangsi","https://papers.nips.cc//paper_files/paper/2020/file/ebd64e2bf193fc8c658af2b91952ce8d-AuthorFeedback.pdf","2020"
"EF21: A New, Simpler, Theoretically Better, and Practically Faster Error Feedback","Peter Richtarik, Igor Sokolov, Ilyas Fatkhullin","https://papers.nips.cc//paper_files/paper/2021/file/231141b34c82aa95e48810a9d1b33a79-Paper.pdf","2021"
"Adaptive Online Estimation of Piecewise Polynomial Trends","Dheeraj Baby, Yu-Xiang Wang","https://papers.nips.cc//paper_files/paper/2020/file/ebd6d2f5d60ff9afaeda1a81fc53e2d0-AuthorFeedback.pdf","2020"
"Automatic Program Synthesis of Long Programs with a Learned Garbage Collector","Amit Zohar, Lior Wolf","https://papers.nips.cc//paper_files/paper/2018/file/390e982518a50e280d8e2b535462ec1f-Paper.pdf","2018"
"Mixture weights optimisation for Alpha-Divergence Variational Inference","Kamélia Daudel, randal douc","https://papers.nips.cc//paper_files/paper/2021/file/233f1dd0f3f537bcb7a338ea74d63483-Paper.pdf","2021"
"Quantifying Learning Guarantees for Convex but Inconsistent Surrogates","Kirill Struminsky, Simon Lacoste-Julien, Anton Osokin","https://papers.nips.cc//paper_files/paper/2018/file/39461a19e9eddfb385ea76b26521ea48-Paper.pdf","2018"
"RNNPool: Efficient Non-linear Pooling for RAM Constrained Inference","Oindrila Saha, Aditya Kusupati, Harsha Vardhan Simhadri, Manik Varma, Prateek Jain","https://papers.nips.cc//paper_files/paper/2020/file/ebd9629fc3ae5e9f6611e2ee05a31cef-AuthorFeedback.pdf","2020"
"Unsupervised Text Style Transfer using Language Models as Discriminators","Zichao Yang, Zhiting Hu, Chris Dyer, Eric P. Xing, Taylor Berg-Kirkpatrick","https://papers.nips.cc//paper_files/paper/2018/file/398475c83b47075e8897a083e97eb9f0-Paper.pdf","2018"
"Multi-View Silhouette and Depth Decomposition for High Resolution 3D Object Representation","Edward Smith, Scott Fujimoto, David Meger","https://papers.nips.cc//paper_files/paper/2018/file/39ae2ed11b14a4ccb41d35e9d1ba5d11-Paper.pdf","2018"
"Agnostic Learning with Multiple Objectives","Corinna Cortes, Mehryar Mohri, Javier Gonzalvo, Dmitry Storcheus","https://papers.nips.cc//paper_files/paper/2020/file/ebea2325dc670423afe9a1f4d9d1aef5-AuthorFeedback.pdf","2020"
"Domain Adaptation by Using Causal Inference to Predict Invariant Conditional Distributions","Sara Magliacane, Thijs van Ommen, Tom Claassen, Stephan Bongers, Philip Versteeg, Joris M. Mooij","https://papers.nips.cc//paper_files/paper/2018/file/39e98420b5e98bfbdc8a619bef7b8f61-Paper.pdf","2018"
"Instance-dependent Label-noise Learning under a Structural Causal Model","Yu Yao, Tongliang Liu, Mingming Gong, Bo Han, Gang Niu, Kun Zhang","https://papers.nips.cc//paper_files/paper/2021/file/23451391cd1399019fa0421129066bc6-Paper.pdf","2021"
"3D Multi-bodies: Fitting Sets of Plausible 3D Human Models to Ambiguous Image Data","Benjamin Biggs, David Novotny, Sebastien Ehrhardt, Hanbyul Joo, Ben Graham, Andrea Vedaldi","https://papers.nips.cc//paper_files/paper/2020/file/ebf99bb5df6533b6dd9180a59034698d-AuthorFeedback.pdf","2020"
"Near Optimal Exploration-Exploitation in Non-Communicating Markov Decision Processes","Ronan Fruit, Matteo Pirotta, Alessandro Lazaric","https://papers.nips.cc//paper_files/paper/2018/file/3a20f62a0af1aa152670bab3c602feed-Paper.pdf","2018"
"Confounding-Robust Policy Improvement","Nathan Kallus, Angela Zhou","https://papers.nips.cc//paper_files/paper/2018/file/3a09a524440d44d7f19870070a5ad42f-Paper.pdf","2018"
"Combining Human Predictions with Model Probabilities via Confusion Matrices and Calibration","Gavin Kerrigan, Padhraic Smyth, Mark Steyvers","https://papers.nips.cc//paper_files/paper/2021/file/234b941e88b755b7a72a1c1dd5022f30-Paper.pdf","2021"
"Auto-Panoptic: Cooperative Multi-Component Architecture Search for Panoptic Segmentation","Yangxin Wu, Gengwei Zhang, Hang Xu, Xiaodan Liang, Liang Lin","https://papers.nips.cc//paper_files/paper/2020/file/ec1f764517b7ffb52057af6df18142b7-AuthorFeedback.pdf","2020"
"$\texttt{LeadCache}$: Regret-Optimal Caching in Networks","Debjit Paria, Abhishek Sinha","https://papers.nips.cc//paper_files/paper/2021/file/2387337ba1e0b0249ba90f55b2ba2521-Paper.pdf","2021"
"Probabilistic Attention for Interactive Segmentation","Prasad Gabbur, Manjot Bilkhu, Javier Movellan","https://papers.nips.cc//paper_files/paper/2021/file/23937b42f9273974570fb5a56a6652ee-Paper.pdf","2021"
"Differentiable Top-k with Optimal Transport","Yujia Xie, Hanjun Dai, Minshuo Chen, Bo Dai, Tuo Zhao, Hongyuan Zha, Wei Wei, Tomas Pfister","https://papers.nips.cc//paper_files/paper/2020/file/ec24a54d62ce57ba93a531b460fa8d18-AuthorFeedback.pdf","2020"
"Information-theoretic Task Selection for Meta-Reinforcement Learning","Ricardo Luna Gutierrez, Matteo Leonetti","https://papers.nips.cc//paper_files/paper/2020/file/ec3183a7f107d1b8dbb90cb3c01ea7d5-AuthorFeedback.pdf","2020"
"Mesh-TensorFlow: Deep Learning for Supercomputers","Noam Shazeer, Youlong Cheng, Niki Parmar, Dustin Tran, Ashish Vaswani, Penporn Koanantakool, Peter Hawkins, HyoukJoong Lee, Mingsheng Hong, Cliff Young, Ryan Sepassi, Blake Hechtman","https://papers.nips.cc//paper_files/paper/2018/file/3a37abdeefe1dab1b30f7c5c7e581b93-Paper.pdf","2018"
"A Limitation of the PAC-Bayes Framework","Roi Livni, Shay Moran","https://papers.nips.cc//paper_files/paper/2020/file/ec79d4bed810ed64267d169b0d37373e-AuthorFeedback.pdf","2020"
"Foreground Clustering for Joint Segmentation and Localization in Videos and Images","Abhishek Sharma","https://papers.nips.cc//paper_files/paper/2018/file/3b3dbaf68507998acd6a5a5254ab2d76-Paper.pdf","2018"
"Influence Patterns for Explaining Information Flow in BERT","Kaiji Lu, Zifan Wang, Piotr Mardziel, Anupam Datta","https://papers.nips.cc//paper_files/paper/2021/file/239f914f30ea3c948fce2ea07a9efb33-Paper.pdf","2021"
"On Completeness-aware Concept-Based Explanations in Deep Neural Networks","Chih-Kuan Yeh, Been Kim, Sercan Arik, Chun-Liang Li, Tomas Pfister, Pradeep Ravikumar","https://papers.nips.cc//paper_files/paper/2020/file/ecb287ff763c169694f682af52c1f309-AuthorFeedback.pdf","2020"
"Privacy Amplification by Subsampling: Tight Analyses via Couplings and Divergences","Borja Balle, Gilles Barthe, Marco Gaboardi","https://papers.nips.cc//paper_files/paper/2018/file/3b5020bb891119b9f5130f1fea9bd773-Paper.pdf","2018"
"The Description Length of Deep Learning models","Léonard Blier, Yann Ollivier","https://papers.nips.cc//paper_files/paper/2018/file/3b712de48137572f3849aabd5666a4e3-Paper.pdf","2018"
"Stochastic Recursive Gradient Descent Ascent for Stochastic Nonconvex-Strongly-Concave Minimax Problems","Luo Luo, Haishan Ye, Zhichao Huang, Tong Zhang","https://papers.nips.cc//paper_files/paper/2020/file/ecb47fbb07a752413640f82a945530f8-AuthorFeedback.pdf","2020"
"Why Normalizing Flows Fail to Detect Out-of-Distribution Data","Polina Kirichenko, Pavel Izmailov, Andrew G. Wilson","https://papers.nips.cc//paper_files/paper/2020/file/ecb9fe2fbb99c31f567e9823e884dbec-AuthorFeedback.pdf","2020"
"Explaining Naive Bayes and Other Linear Classifiers with Polynomial Time and Delay","Joao Marques-Silva, Thomas Gerspacher, Martin Cooper, Alexey Ignatiev, Nina Narodytska","https://papers.nips.cc//paper_files/paper/2020/file/eccd2a86bae4728b38627162ba297828-AuthorFeedback.pdf","2020"
"Unsupervised Translation of Programming Languages","Baptiste Roziere, Marie-Anne Lachaux, Lowik Chanussot, Guillaume Lample","https://papers.nips.cc//paper_files/paper/2020/file/ed23fbf18c2cd35f8c7f8de44f85c08d-AuthorFeedback.pdf","2020"
"On Enforcing Better Conditioned Meta-Learning for Rapid Few-Shot Adaptation","Markus Hiller, Mehrtash Harandi, Tom Drummond","https://papers.nips.cc//paper_files/paper/2022/file/1a000ee0f122d0bbd3edb9bf55170ea3-Paper-Conference.pdf","2022"
"Semi-crowdsourced Clustering with Deep Generative Models","Yucen Luo, TIAN TIAN, Jiaxin Shi, Jun Zhu, Bo Zhang","https://papers.nips.cc//paper_files/paper/2018/file/3c1e4bd67169b8153e0047536c9f541e-Paper.pdf","2018"
"Adversarial Style Mining for One-Shot Unsupervised Domain Adaptation","Yawei Luo, Ping Liu, Tao Guan, Junqing Yu, Yi Yang","https://papers.nips.cc//paper_files/paper/2020/file/ed265bc903a5a097f61d3ec064d96d2e-AuthorFeedback.pdf","2020"
"Optimally Deceiving a Learning Leader in Stackelberg Games","Georgios Birmpas, Jiarui Gan, Alexandros Hollender, Francisco Marmolejo, Ninad Rajgopal, Alexandros Voudouris","https://papers.nips.cc//paper_files/paper/2020/file/ed383ec94720d62a939bfb6bdd98f50c-AuthorFeedback.pdf","2020"
"Fair Canonical Correlation Analysis","Zhuoping Zhou, Davoud Ataee Tarzanagh, Bojian Hou, Boning Tong, Jia Xu, Yanbo Feng, Qi Long, Li Shen","https://papers.nips.cc//paper_files/paper/2023/file/0b8e4c8468273ee3bafb288229c0acbc-Paper-Conference.pdf","2023"
"Scalable Laplacian K-modes","Imtiaz Ziko, Eric Granger, Ismail Ben Ayed","https://papers.nips.cc//paper_files/paper/2018/file/3d387d2612f9027154ed3b99a7427da1-Paper.pdf","2018"
"Online Optimization with Memory and Competitive Control","Guanya Shi, Yiheng Lin, Soon-Jo Chung, Yisong Yue, Adam Wierman","https://papers.nips.cc//paper_files/paper/2020/file/ed46558a56a4a26b96a68738a0d28273-AuthorFeedback.pdf","2020"
"IDEAL: Inexact DEcentralized Accelerated Augmented Lagrangian Method","Yossi Arjevani, Joan Bruna, Bugra Can, Mert Gurbuzbalaban, Stefanie Jegelka, Hongzhou Lin","https://papers.nips.cc//paper_files/paper/2020/file/ed77eab0b8ff85d0a6a8365df1846978-AuthorFeedback.pdf","2020"
"Robust Regression Revisited: Acceleration and Improved Estimation Rates","Arun Jambulapati, Jerry Li, Tselil Schramm, Kevin Tian","https://papers.nips.cc//paper_files/paper/2021/file/23b023b22d0bf47626029d5961328028-Paper.pdf","2021"
"Evolving Graphical Planner: Contextual Global Planning for Vision-and-Language Navigation","Zhiwei Deng, Karthik Narasimhan, Olga Russakovsky","https://papers.nips.cc//paper_files/paper/2020/file/eddb904a6db773755d2857aacadb1cb0-AuthorFeedback.pdf","2020"
"Learning from Failure: De-biasing Classifier from Biased Classifier","Junhyun Nam, Hyuntak Cha, Sungsoo Ahn, Jaeho Lee, Jinwoo Shin","https://papers.nips.cc//paper_files/paper/2020/file/eddc3427c5d77843c2253f1e799fe933-AuthorFeedback.pdf","2020"
"Likelihood Regret: An Out-of-Distribution Detection Score For Variational Auto-encoder","Zhisheng Xiao, Qing Yan, Yali Amit","https://papers.nips.cc//paper_files/paper/2020/file/eddea82ad2755b24c4e168c5fc2ebd40-AuthorFeedback.pdf","2020"
"Deep Diffusion-Invariant Wasserstein Distributional Classification","Sung Woo Park, Dong Wook Shu, Junseok Kwon","https://papers.nips.cc//paper_files/paper/2020/file/ede7e2b6d13a41ddf9f4bdef84fdc737-AuthorFeedback.pdf","2020"
"Oracle-Efficient Online Learning for Smoothed Adversaries","Nika Haghtalab, Yanjun Han, Abhishek Shetty, Kunhe Yang","https://papers.nips.cc//paper_files/paper/2022/file/1a04df6a405210aab4986994b873db9b-Paper-Conference.pdf","2022"
"Early Stopping for Nonparametric Testing","Meimei Liu, Guang Cheng","https://papers.nips.cc//paper_files/paper/2018/file/3d863b367aa379f71c7afc0c9cdca41d-Paper.pdf","2018"
"Finding All $\epsilon$-Good Arms in Stochastic Bandits","Blake Mason, Lalit Jain, Ardhendu Tripathy, Robert Nowak","https://papers.nips.cc//paper_files/paper/2020/file/edf0320adc8658b25ca26be5351b6c4a-AuthorFeedback.pdf","2020"
"Automatic Unsupervised Outlier Model Selection","Yue Zhao, Ryan Rossi, Leman Akoglu","https://papers.nips.cc//paper_files/paper/2021/file/23c894276a2c5a16470e6a31f4618d73-Paper.pdf","2021"
"Pruning Randomly Initialized Neural Networks with Iterative Randomization","Daiki Chijiwa, Shin'ya Yamaguchi, Yasutoshi Ida, Kenji Umakoshi, Tomohiro INOUE","https://papers.nips.cc//paper_files/paper/2021/file/23e582ad8087f2c03a5a31c125123f9a-Paper.pdf","2021"
"Meta-Learning through Hebbian Plasticity in Random Networks","Elias Najarro, Sebastian Risi","https://papers.nips.cc//paper_files/paper/2020/file/ee23e7ad9b473ad072d57aaa9b2a5222-AuthorFeedback.pdf","2020"
"A Computational Separation between Private Learning and Online Learning","Mark Bun","https://papers.nips.cc//paper_files/paper/2020/file/ee715daa76f1b51d80343f45547be570-AuthorFeedback.pdf","2020"
"Top-KAST: Top-K Always Sparse Training","Siddhant Jayakumar, Razvan Pascanu, Jack Rae, Simon Osindero, Erich Elsen","https://papers.nips.cc//paper_files/paper/2020/file/ee76626ee11ada502d5dbf1fb5aae4d2-AuthorFeedback.pdf","2020"
"A Policy-Guided Imitation Approach for Offline Reinforcement Learning","Haoran Xu, Li Jiang, Li Jianxiong, Xianyuan Zhan","https://papers.nips.cc//paper_files/paper/2022/file/1a0755b249b772ed5529796b0a7cc9bd-Paper-Conference.pdf","2022"
"Meta-Learning with Adaptive Hyperparameters","Sungyong Baik, Myungsub Choi, Janghoon Choi, Heewon Kim, Kyoung Mu Lee","https://papers.nips.cc//paper_files/paper/2020/file/ee89223a2b625b5152132ed77abbcc79-AuthorFeedback.pdf","2020"
"Tight last-iterate convergence rates for no-regret learning in multi-player games","Noah Golowich, Sarath Pattathil, Constantinos Daskalakis","https://papers.nips.cc//paper_files/paper/2020/file/eea5d933e9dce59c7dd0f6532f9ea81b-AuthorFeedback.pdf","2020"
"Curvature Regularization to Prevent Distortion in Graph Embedding","Hongbin Pei, Bingzhe Wei, Kevin Chang, Chunxu Zhang, Bo Yang","https://papers.nips.cc//paper_files/paper/2020/file/eeb29740e8e9bcf14dc26c2fff8cca81-AuthorFeedback.pdf","2020"
"Perturbing Across the Feature Hierarchy to Improve Standard and Strict Blackbox Attack Transferability","Nathan Inkawhich, Kevin Liang, Binghui Wang, Matthew Inkawhich, Lawrence Carin, Yiran Chen","https://papers.nips.cc//paper_files/paper/2020/file/eefc7bfe8fd6e2c8c01aa6ca7b1aab1a-AuthorFeedback.pdf","2020"
"Statistical and Topological Properties of Sliced Probability Divergences","Kimia Nadjahi, Alain Durmus, Lénaïc Chizat, Soheil Kolouri, Shahin Shahrampour, Umut Simsekli","https://papers.nips.cc//paper_files/paper/2020/file/eefc9e10ebdc4a2333b42b2dbb8f27b6-AuthorFeedback.pdf","2020"
"Probing Inter-modality: Visual Parsing with Self-Attention for Vision-and-Language Pre-training","Hongwei Xue, Yupan Huang, Bei Liu, Houwen Peng, Jianlong Fu, Houqiang Li, Jiebo Luo","https://papers.nips.cc//paper_files/paper/2021/file/23fa71cc32babb7b91130824466d25a5-Paper.pdf","2021"
"Probabilistic Active Meta-Learning","Jean Kaddour, Steindor Saemundsson, Marc Deisenroth (he/him)","https://papers.nips.cc//paper_files/paper/2020/file/ef0d17b3bdb4ee2aa741ba28c7255c53-AuthorFeedback.pdf","2020"
"Knowledge Distillation in Wide Neural Networks: Risk Bound, Data Efficiency and Imperfect Teacher","Guangda Ji, Zhanxing Zhu","https://papers.nips.cc//paper_files/paper/2020/file/ef0d3930a7b6c95bd2b32ed45989c61f-AuthorFeedback.pdf","2020"
"Adversarial Attacks on Deep Graph Matching","Zijie Zhang, Zeru Zhang, Yang Zhou, Yelong Shen, Ruoming Jin, Dejing Dou","https://papers.nips.cc//paper_files/paper/2020/file/ef126722e64e98d1c33933783e52eafc-AuthorFeedback.pdf","2020"
"The Generalization-Stability Tradeoff In Neural Network Pruning","Brian Bartoldson, Ari Morcos, Adrian Barbu, Gordon Erlebacher","https://papers.nips.cc//paper_files/paper/2020/file/ef2ee09ea9551de88bc11fd7eeea93b0-AuthorFeedback.pdf","2020"
"Gradient-EM Bayesian Meta-Learning","Yayi Zou, Xiaoqi Lu","https://papers.nips.cc//paper_files/paper/2020/file/ef48e3ef07e359006f7869b04fa07f5e-AuthorFeedback.pdf","2020"
"Logarithmic Regret Bound in Partially Observable Linear Dynamical Systems","Sahin Lale, Kamyar Azizzadenesheli, Babak Hassibi, Anima Anandkumar","https://papers.nips.cc//paper_files/paper/2020/file/ef8b5fcc338e003145ac9c134754db71-AuthorFeedback.pdf","2020"
"Canonical 3D Deformer Maps: Unifying parametric and non-parametric methods for dense weakly-supervised category reconstruction","David Novotny, Roman Shapovalov, Andrea Vedaldi","https://papers.nips.cc//paper_files/paper/2020/file/efe34c4e2190e97d1adc625902822b13-AuthorFeedback.pdf","2020"
"Linearly Converging Error Compensated SGD","Eduard Gorbunov, Dmitry Kovalev, Dmitry Makarenko, Peter Richtarik","https://papers.nips.cc//paper_files/paper/2020/file/ef9280fbc5317f17d480e4d4f61b3751-AuthorFeedback.pdf","2020"
"A Self-Tuning Actor-Critic Algorithm","Tom Zahavy, Zhongwen Xu, Vivek Veeriah, Matteo Hessel, Junhyuk Oh, Hado P. van Hasselt, David Silver, Satinder Singh","https://papers.nips.cc//paper_files/paper/2020/file/f02208a057804ee16ac72ff4d3cec53b-AuthorFeedback.pdf","2020"
"The Cone of Silence: Speech Separation by Localization","Teerapat Jenrungrot, Vivek Jayaram, Steve Seitz, Ira Kemelmacher-Shlizerman","https://papers.nips.cc//paper_files/paper/2020/file/f056bfa71038e04a2400266027c169f9-AuthorFeedback.pdf","2020"
"High-Dimensional Bayesian Optimization via Nested Riemannian Manifolds","Noémie Jaquier, Leonel Rozo","https://papers.nips.cc//paper_files/paper/2020/file/f05da679342107f92111ad9d65959cd3-AuthorFeedback.pdf","2020"
"Train-by-Reconnect: Decoupling Locations of Weights from Their Values","Yushi Qiu, Reiji Suda","https://papers.nips.cc//paper_files/paper/2020/file/f0682320ccbbb1f1fb1e795de5e5639a-AuthorFeedback.pdf","2020"
"Non-Adversarial Mapping with VAEs","Yedid Hoshen","https://papers.nips.cc//paper_files/paper/2018/file/3db11d259a9db7fb8965bdf25ec850b9-Paper.pdf","2018"
"Learning discrete distributions: user vs item-level privacy","Yuhan Liu, Ananda Theertha Suresh, Felix Xinnan X. Yu, Sanjiv Kumar, Michael Riley","https://papers.nips.cc//paper_files/paper/2020/file/f06edc8ab534b2c7ecbd4c2051d9cb1e-AuthorFeedback.pdf","2020"
"Matrix Completion with Quantified Uncertainty through Low Rank Gaussian Copula","Yuxuan Zhao, Madeleine Udell","https://papers.nips.cc//paper_files/paper/2020/file/f076073b2082f8741a9cd07b789c77a0-AuthorFeedback.pdf","2020"
"Sparse and Continuous Attention Mechanisms","André Martins, António Farinhas, Marcos Treviso, Vlad Niculae, Pedro Aguiar, Mario Figueiredo","https://papers.nips.cc//paper_files/paper/2020/file/f0b76267fbe12b936bd65e203dc675c1-AuthorFeedback.pdf","2020"
"Generalized Focal Loss: Learning Qualified and Distributed Bounding Boxes for Dense Object Detection","Xiang Li, Wenhai Wang, Lijun Wu, Shuo Chen, Xiaolin Hu, Jun Li, Jinhui Tang, Jian Yang","https://papers.nips.cc//paper_files/paper/2020/file/f0bda020d2470f2e74990a07a607ebd9-AuthorFeedback.pdf","2020"
"Learning by Minimizing the Sum of Ranked Range","Shu Hu, Yiming Ying, xin wang, Siwei Lyu","https://papers.nips.cc//paper_files/paper/2020/file/f0d7053396e765bf52de12133cf1afe8-AuthorFeedback.pdf","2020"
"Deep Reinforcement Learning in a Handful of Trials using Probabilistic Dynamics Models","Kurtland Chua, Roberto Calandra, Rowan McAllister, Sergey Levine","https://papers.nips.cc//paper_files/paper/2018/file/3de568f8597b94bda53149c7d7f5958c-Paper.pdf","2018"
"Stability and Generalization of Bilevel Programming in Hyperparameter Optimization","Fan Bao, Guoqiang Wu, Chongxuan LI, Jun Zhu, Bo Zhang","https://papers.nips.cc//paper_files/paper/2021/file/2406a0a94c80406914ff2f6c9fdd67d5-Paper.pdf","2021"
"Robust Deep Reinforcement Learning against Adversarial Perturbations on State Observations","Huan Zhang, Hongge Chen, Chaowei Xiao, Bo Li, Mingyan Liu, Duane Boning, Cho-Jui Hsieh","https://papers.nips.cc//paper_files/paper/2020/file/f0eb6568ea114ba6e293f903c34d7488-AuthorFeedback.pdf","2020"
"Understanding Anomaly Detection with Deep Invertible Networks through Hierarchies of Distributions and Features","Robin Schirrmeister, Yuxuan Zhou, Tonio Ball, Dan Zhang","https://papers.nips.cc//paper_files/paper/2020/file/f106b7f99d2cb30c3db1c3cc0fde9ccb-AuthorFeedback.pdf","2020"
