Title,Authors,PDF Link,Year
"Single-Image Depth Perception in the Wild","Weifeng Chen, Zhao Fu, Dawei Yang, Jia Deng","https://papers.nips.cc//paper_files/paper/2016/file/0deb1c54814305ca9ad266f53bc82511-Paper.pdf","2016"
"Causal Discovery from Discrete Data using Hidden Compact Representation","Ruichu Cai, Jie Qiao, Kun Zhang, Zhenjie Zhang, Zhifeng Hao","https://papers.nips.cc//paper_files/paper/2018/file/8d3369c4c086f236fabf61d614a32818-Paper.pdf","2018"
"Boosted Sparse and Low-Rank Tensor Regression","Lifang He, Kun Chen, Wanwan Xu, Jiayu Zhou, Fei Wang","https://papers.nips.cc//paper_files/paper/2018/file/8d34201a5b85900908db6cae92723617-Paper.pdf","2018"
"Combinatorial Optimization with Graph Convolutional Networks and Guided Tree Search","Zhuwen Li, Qifeng Chen, Vladlen Koltun","https://papers.nips.cc//paper_files/paper/2018/file/8d3bba7425e7c98c50f52ca1b52d3735-Paper.pdf","2018"
"Align then Fusion: Generalized Large-scale Multi-view Clustering with Anchor Matching Correspondences","Siwei Wang, Xinwang Liu, Suyuan Liu, Jiaqi Jin, Wenxuan Tu, Xinzhong Zhu, En Zhu","https://papers.nips.cc//paper_files/paper/2022/file/270339c997293ca2988c62f4308e389f-Paper-Conference.pdf","2022"
"Geodesic Graph Neural Network for Efficient Graph Representation Learning","Lecheng Kong, Yixin Chen, Muhan Zhang","https://papers.nips.cc//paper_files/paper/2022/file/2708a06584ffc33acf092fe9d029dbeb-Paper-Conference.pdf","2022"
"Chaining Mutual Information and Tightening Generalization Bounds","Amir Asadi, Emmanuel Abbe, Sergio Verdu","https://papers.nips.cc//paper_files/paper/2018/file/8d7628dd7a710c8638dbd22d4421ee46-Paper.pdf","2018"
"Modeling Dynamic Missingness of Implicit Feedback for Recommendation","Menghan Wang, Mingming Gong, Xiaolin Zheng, Kun Zhang","https://papers.nips.cc//paper_files/paper/2018/file/8d9766a69b764fefc12f56739424d136-Paper.pdf","2018"
"Does mitigating ML's impact disparity require treatment disparity?","Zachary Lipton, Julian McAuley, Alexandra Chouldechova","https://papers.nips.cc//paper_files/paper/2018/file/8e0384779e58ce2af40eb365b318cc32-Paper.pdf","2018"
"Tracking Most Significant Shifts in Nonparametric Contextual Bandits","Joe Suk, Samory Kpotufe","https://papers.nips.cc//paper_files/paper/2023/file/13b501c58ae3bfe9635a259f4414e943-Paper-Conference.pdf","2023"
"Single Pass PCA of Matrix Products","Shanshan Wu, Srinadh Bhojanapalli, Sujay Sanghavi, Alexandros G. Dimakis","https://papers.nips.cc//paper_files/paper/2016/file/0e55666a4ad822e0e34299df3591d979-Paper.pdf","2016"
"Storchastic: A Framework for General Stochastic Automatic Differentiation","Emile Krieken, Jakub Tomczak, Annette Ten Teije","https://papers.nips.cc//paper_files/paper/2021/file/3dfe2f633108d604df160cd1b01710db-Paper.pdf","2021"
"The Sparse Manifold Transform","Yubei Chen, Dylan Paiton, Bruno Olshausen","https://papers.nips.cc//paper_files/paper/2018/file/8e19a39c36b8e5e3afd2a3b2692aea96-Paper.pdf","2018"
"Log-normality and Skewness of Estimated State/Action Values in Reinforcement Learning","Liangpeng Zhang, Ke Tang, Xin Yao","https://papers.nips.cc//paper_files/paper/2017/file/69a5b5995110b36a9a347898d97a610e-Paper.pdf","2017"
"Probabilistic Model-Agnostic Meta-Learning","Chelsea Finn, Kelvin Xu, Sergey Levine","https://papers.nips.cc//paper_files/paper/2018/file/8e2c381d4dd04f1c55093f22c59c3a08-Paper.pdf","2018"
"Concentration inequalities under sub-Gaussian and sub-exponential conditions","Andreas Maurer, Massimiliano Pontil","https://papers.nips.cc//paper_files/paper/2021/file/3e33b970f21d2fc65096871ea0d2c6e4-Paper.pdf","2021"
"Improved Differential Privacy for SGD via Optimal Private Linear Operators on Adaptive Streams","Sergey Denisov, H. Brendan McMahan, John Rush, Adam Smith, Abhradeep Guha Thakurta","https://papers.nips.cc//paper_files/paper/2022/file/271ec4d1a9ff5e6b81a6e21d38b1ba96-Paper-Conference.pdf","2022"
"Variance-Aware Off-Policy Evaluation with Linear Function Approximation","Yifei Min, Tianhao Wang, Dongruo Zhou, Quanquan Gu","https://papers.nips.cc//paper_files/paper/2021/file/3e6260b81898beacda3d16db379ed329-Paper.pdf","2021"
"On Privacy and Personalization in Cross-Silo Federated Learning","Ken Liu, Shengyuan Hu, Steven Z. Wu, Virginia Smith","https://papers.nips.cc//paper_files/paper/2022/file/2788b4cdf421e03650868cc4184bfed8-Paper-Conference.pdf","2022"
"Optimal Sparse Linear Encoders and Sparse PCA","Malik Magdon-Ismail, Christos Boutsidis","https://papers.nips.cc//paper_files/paper/2016/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf","2016"
"Bayesian Compression for Deep Learning","Christos Louizos, Karen Ullrich, Max Welling","https://papers.nips.cc//paper_files/paper/2017/file/69d1fc78dbda242c43ad6590368912d4-Paper.pdf","2017"
"Empowering Collaborative Filtering with Principled Adversarial Contrastive Loss","An Zhang, Leheng Sheng, Zhibo Cai, Xiang Wang, Tat-Seng Chua","https://papers.nips.cc//paper_files/paper/2023/file/13f1750b825659394a6499399e7637fc-Paper-Conference.pdf","2023"
"A Provably Efficient Sample Collection Strategy for Reinforcement Learning","Jean Tarbouriech, Matteo Pirotta, Michal Valko, Alessandro Lazaric","https://papers.nips.cc//paper_files/paper/2021/file/3e98410c45ea98addec555019bbae8eb-Paper.pdf","2021"
"Deep Neural Networks with Box Convolutions","Egor Burkov, Victor Lempitsky","https://papers.nips.cc//paper_files/paper/2018/file/8e489b4966fe8f703b5be647f1cbae63-Paper.pdf","2018"
"Robustness of Graph Neural Networks at Scale","Simon Geisler, Tobias Schmidt, Hakan Şirin, Daniel Zügner, Aleksandar Bojchevski, Stephan Günnemann","https://papers.nips.cc//paper_files/paper/2021/file/3ea2db50e62ceefceaf70a9d9a56a6f4-Paper.pdf","2021"
"Improved Regret Bounds for Tracking Experts with Memory","James Robinson, Mark Herbster","https://papers.nips.cc//paper_files/paper/2021/file/3e9f7c16bd1cdea78f8e2eea72dfdfbe-Paper.pdf","2021"
"Is Input Sparsity Time Possible for Kernel Low-Rank Approximation?","Cameron Musco, David Woodruff","https://papers.nips.cc//paper_files/paper/2017/file/69dafe8b58066478aea48f3d0f384820-Paper.pdf","2017"
"Learning Compressed Transforms with Low Displacement Rank","Anna Thomas, Albert Gu, Tri Dao, Atri Rudra, Christopher Ré","https://papers.nips.cc//paper_files/paper/2018/file/8e621619d71d0ae5ef4e631ad586334f-Paper.pdf","2018"
"Convergent Block Coordinate Descent for Training Tikhonov Regularized Deep Neural Networks","Ziming Zhang, Matthew Brand","https://papers.nips.cc//paper_files/paper/2017/file/6a2feef8ed6a9fe76d6b3f30f02150b4-Paper.pdf","2017"
"Deep Defense: Training DNNs with Improved Adversarial Robustness","Ziang Yan, Yiwen Guo, Changshui Zhang","https://papers.nips.cc//paper_files/paper/2018/file/8f121ce07d74717e0b1f21d122e04521-Paper.pdf","2018"
"Bayesian Inference of Individualized Treatment Effects using Multi-task Gaussian Processes","Ahmed M. Alaa, Mihaela van der Schaar","https://papers.nips.cc//paper_files/paper/2017/file/6a508a60aa3bf9510ea6acb021c94b48-Paper.pdf","2017"
"Learning Overcomplete HMMs","Vatsal Sharan, Sham M. Kakade, Percy S. Liang, Gregory Valiant","https://papers.nips.cc//paper_files/paper/2017/file/6aca97005c68f1206823815f66102863-Paper.pdf","2017"
"Measuring the reliability of MCMC inference with bidirectional Monte Carlo","Roger B. Grosse, Siddharth Ancha, Daniel M. Roy","https://papers.nips.cc//paper_files/paper/2016/file/0e9fa1f3e9e66792401a6972d477dcc3-Paper.pdf","2016"
"Precision and Recall for Time Series","Nesime Tatbul, Tae Jun Lee, Stan Zdonik, Mejbah Alam, Justin Gottschlich","https://papers.nips.cc//paper_files/paper/2018/file/8f468c873a32bb0619eaeb2050ba45d1-Paper.pdf","2018"
"Neighbourhood Consensus Networks","Ignacio Rocco, Mircea Cimpoi, Relja Arandjelović, Akihiko Torii, Tomas Pajdla, Josef Sivic","https://papers.nips.cc//paper_files/paper/2018/file/8f7d807e1f53eff5f9efbe5cb81090fb-Paper.pdf","2018"
"Random Noise Defense Against Query-Based Black-Box Attacks","Zeyu Qin, Yanbo Fan, Hongyuan Zha, Baoyuan Wu","https://papers.nips.cc//paper_files/paper/2021/file/3eb414bf1c2a66a09c185d60553417b8-Paper.pdf","2021"
"Image Restoration Using Very Deep Convolutional Encoder-Decoder Networks with Symmetric Skip Connections","Xiaojiao Mao, Chunhua Shen, Yu-Bin Yang","https://papers.nips.cc//paper_files/paper/2016/file/0ed9422357395a0d4879191c66f4faa2-Paper.pdf","2016"
"PAC-learning in the presence of adversaries","Daniel Cullina, Arjun Nitin Bhagoji, Prateek Mittal","https://papers.nips.cc//paper_files/paper/2018/file/8f85517967795eeef66c225f7883bdcb-Paper.pdf","2018"
"Convolutional Phase Retrieval","Qing Qu, Yuqian Zhang, Yonina Eldar, John Wright","https://papers.nips.cc//paper_files/paper/2017/file/6ad4174eba19ecb5fed17411a34ff5e6-Paper.pdf","2017"
"Stochastic and Adversarial Online Learning without Hyperparameters","Ashok Cutkosky, Kwabena A. Boahen","https://papers.nips.cc//paper_files/paper/2017/file/6aed000af86a084f9cb0264161e29dd3-Paper.pdf","2017"
"SADGA: Structure-Aware Dual Graph Aggregation Network for Text-to-SQL","Ruichu Cai, Jinjie Yuan, Boyan Xu, Zhifeng Hao","https://papers.nips.cc//paper_files/paper/2021/file/3f1656d9668dffcf8119e3ecff873558-Paper.pdf","2021"
"Near-Optimal Offline Reinforcement Learning via Double Variance Reduction","Ming Yin, Yu Bai, Yu-Xiang Wang","https://papers.nips.cc//paper_files/paper/2021/file/3f24bb08a5741e4197af64e1f93a5029-Paper.pdf","2021"
"Masked Autoregressive Flow for Density Estimation","George Papamakarios, Theo Pavlakou, Iain Murray","https://papers.nips.cc//paper_files/paper/2017/file/6c1da886822c67822bcf3679d04369fa-Paper.pdf","2017"
"Joint Modeling of Visual Objects and Relations for Scene Graph Generation","Minghao Xu, Meng Qu, Bingbing Ni, Jian Tang","https://papers.nips.cc//paper_files/paper/2021/file/3f67fd97162d20e6fe27748b5b372509-Paper.pdf","2021"
"On Valid Optimal Assignment Kernels and Applications to Graph Classification","Nils M. Kriege, Pierre-Louis Giscard, Richard Wilson","https://papers.nips.cc//paper_files/paper/2016/file/0efe32849d230d7f53049ddc4a4b0c60-Paper.pdf","2016"
"Optimal Algorithms for Non-Smooth Distributed Optimization in Networks","Kevin Scaman, Francis Bach, Sebastien Bubeck, Laurent Massoulié, Yin Tat Lee","https://papers.nips.cc//paper_files/paper/2018/file/8fb21ee7a2207526da55a679f0332de2-Paper.pdf","2018"
"Large-Scale Stochastic Sampling from the Probability Simplex","Jack Baker, Paul Fearnhead, Emily Fox, Christopher Nemeth","https://papers.nips.cc//paper_files/paper/2018/file/900c563bfd2c48c16701acca83ad858a-Paper.pdf","2018"
"QSGD: Communication-Efficient SGD via Gradient Quantization and Encoding","Dan Alistarh, Demjan Grubic, Jerry Li, Ryota Tomioka, Milan Vojnovic","https://papers.nips.cc//paper_files/paper/2017/file/6c340f25839e6acdc73414517203f5f0-Paper.pdf","2017"
"Transfer of Value Functions via Variational Methods","Andrea Tirinzoni, Rafael Rodriguez Sanchez, Marcello Restelli","https://papers.nips.cc//paper_files/paper/2018/file/9023effe3c16b0477df9b93e26d57e2c-Paper.pdf","2018"
"Going Beyond Linear Transformers with Recurrent Fast Weight Programmers","Kazuki Irie, Imanol Schlag, Róbert Csordás, Jürgen Schmidhuber","https://papers.nips.cc//paper_files/paper/2021/file/3f9e3767ef3b10a0de4c256d7ef9805d-Paper.pdf","2021"
"Reinforced Few-Shot Acquisition Function Learning for Bayesian Optimization","Bing-Jing Hsieh, Ping-Chun Hsieh, Xi Liu","https://papers.nips.cc//paper_files/paper/2021/file/3fab5890d8113d0b5a4178201dc842ad-Paper.pdf","2021"
"Multi-view Anomaly Detection via Robust Probabilistic Latent Variable Models","Tomoharu Iwata, Makoto Yamada","https://papers.nips.cc//paper_files/paper/2016/file/0f96613235062963ccde717b18f97592-Paper.pdf","2016"
"Adaptive Methods for Nonconvex Optimization","Manzil Zaheer, Sashank Reddi, Devendra Sachan, Satyen Kale, Sanjiv Kumar","https://papers.nips.cc//paper_files/paper/2018/file/90365351ccc7437a1309dc64e4db32a3-Paper.pdf","2018"
"Forster Decomposition and Learning Halfspaces with Noise","Ilias Diakonikolas, Daniel Kane, Christos Tzamos","https://papers.nips.cc//paper_files/paper/2021/file/3ff4cea152080fd7d692a8286a587a67-Paper.pdf","2021"
"How Does Batch Normalization Help Optimization?","Shibani Santurkar, Dimitris Tsipras, Andrew Ilyas, Aleksander Madry","https://papers.nips.cc//paper_files/paper/2018/file/905056c1ac1dad141560467e0a99e1cf-Paper.pdf","2018"
"SHAQ: Incorporating Shapley Value Theory into Multi-Agent Q-Learning","Jianhong Wang, Yuan Zhang, Yunjie Gu, Tae-Kyun Kim","https://papers.nips.cc//paper_files/paper/2022/file/27985d21f0b751b933d675930aa25022-Paper-Conference.pdf","2022"
"Learning Hierarchical Information Flow with Recurrent Neural Modules","Danijar Hafner, Alexander Irpan, James Davidson, Nicolas Heess","https://papers.nips.cc//paper_files/paper/2017/file/6c349155b122aa8ad5c877007e05f24f-Paper.pdf","2017"
"Compact Generalized Non-local Network","Kaiyu Yue, Ming Sun, Yuchen Yuan, Feng Zhou, Errui Ding, Fuxin Xu","https://papers.nips.cc//paper_files/paper/2018/file/907edb0aa6986220dbffb79a788596ee-Paper.pdf","2018"
"Cortico-cerebellar networks as decoupling neural interfaces","Joseph Pemberton, Ellen Boven, Richard Apps, Rui Ponte Costa","https://papers.nips.cc//paper_files/paper/2021/file/3ffebb08d23c609875d7177ee769a3e9-Paper.pdf","2021"
"Deanonymization in the Bitcoin P2P Network","Giulia Fanti, Pramod Viswanath","https://papers.nips.cc//paper_files/paper/2017/file/6c3cf77d52820cd0fe646d38bc2145ca-Paper.pdf","2017"
"Learning with Average Top-k Loss","Yanbo Fan, Siwei Lyu, Yiming Ying, Baogang Hu","https://papers.nips.cc//paper_files/paper/2017/file/6c524f9d5d7027454a783c841250ba71-Paper.pdf","2017"
"To The Point: Correspondence-driven monocular 3D category reconstruction","Filippos Kokkinos, Iasonas Kokkinos","https://papers.nips.cc//paper_files/paper/2021/file/40008b9a5380fcacce3976bf7c08af5b-Paper.pdf","2021"
"Stacked Semantics-Guided Attention Model for Fine-Grained Zero-Shot Learning","yunlong yu, Zhong Ji, Yanwei Fu, Jichang Guo, Yanwei Pang, Zhongfei (Mark) Zhang","https://papers.nips.cc//paper_files/paper/2018/file/9087b0efc7c7acd1ef7e153678809c77-Paper.pdf","2018"
"Optimal Architectures in a Solvable Model of Deep Networks","Jonathan Kadmon, Haim Sompolinsky","https://papers.nips.cc//paper_files/paper/2016/file/0fe473396242072e84af286632d3f0ff-Paper.pdf","2016"
"Proper Value Equivalence","Christopher Grimm, Andre Barreto, Greg Farquhar, David Silver, Satinder Singh","https://papers.nips.cc//paper_files/paper/2021/file/400e5e6a7ce0c754f281525fae75a873-Paper.pdf","2021"
"MacNet: Transferring Knowledge from Machine Comprehension to Sequence-to-Sequence Models","Boyuan Pan, Yazheng Yang, Hao Li, Zhou Zhao, Yueting Zhuang, Deng Cai, Xiaofei He","https://papers.nips.cc//paper_files/paper/2018/file/908c9a564a86426585b29f5335b619bc-Paper.pdf","2018"
"MaskRNN: Instance Level Video Object Segmentation","Yuan-Ting Hu, Jia-Bin Huang, Alexander Schwing","https://papers.nips.cc//paper_files/paper/2017/file/6c9882bbac1c7093bd25041881277658-Paper.pdf","2017"
"Trajectory balance: Improved credit assignment in GFlowNets","Nikolay Malkin, Moksh Jain, Emmanuel Bengio, Chen Sun, Yoshua Bengio","https://papers.nips.cc//paper_files/paper/2022/file/27b51baca8377a0cf109f6ecc15a0f70-Paper-Conference.pdf","2022"
"Max-Margin Invariant Features from Transformed Unlabelled Data","Dipan Pal, Ashwin Kannan, Gautam Arakalgud, Marios Savvides","https://papers.nips.cc//paper_files/paper/2017/file/6d0f846348a856321729a2f36734d1a7-Paper.pdf","2017"
"The Rashomon Importance Distribution: Getting RID of Unstable, Single Model-based Variable Importance","Jon Donnelly, Srikar Katta, Cynthia Rudin, Edward Browne","https://papers.nips.cc//paper_files/paper/2023/file/1403ab1a427050538ec59c7f570aec8b-Paper-Conference.pdf","2023"
"Sparse Approximate Conic Hulls","Greg Van Buskirk, Benjamin Raichel, Nicholas Ruozzi","https://papers.nips.cc//paper_files/paper/2017/file/6d9cb7de5e8ac30bd5e8734bc96a35c1-Paper.pdf","2017"
"Challenges and Opportunities in High Dimensional Variational Inference","Akash Kumar Dhaka, Alejandro Catalina, Manushi Welandawe, Michael R. Andersen, Jonathan Huggins, Aki Vehtari","https://papers.nips.cc//paper_files/paper/2021/file/404dcc91b2aeaa7caa47487d1483e48a-Paper.pdf","2021"
"Instance-Dependent Near-Optimal Policy Identification in Linear MDPs via Online Experiment Design","Andrew Wagenmaker, Kevin G. Jamieson","https://papers.nips.cc//paper_files/paper/2022/file/27bf08fe91a31495099a0b9febcc9592-Paper-Conference.pdf","2022"
"Efficient state-space modularization for planning: theory, behavioral and neural signatures","Daniel McNamee, Daniel M. Wolpert, Mate Lengyel","https://papers.nips.cc//paper_files/paper/2016/file/10907813b97e249163587e6246612e21-Paper.pdf","2016"
"On the Expressivity of Markov Reward","David Abel, Will Dabney, Anna Harutyunyan, Mark K. Ho, Michael Littman, Doina Precup, Satinder Singh","https://papers.nips.cc//paper_files/paper/2021/file/4079016d940210b4ae9ae7d41c4a2065-Paper.pdf","2021"
"Multiplicative Weights Updates with Constant Step-Size in Graphical Constant-Sum Games","Yun Kuen Cheung","https://papers.nips.cc//paper_files/paper/2018/file/90e1357833654983612fb05e3ec9148c-Paper.pdf","2018"
"🏘️ ProcTHOR: Large-Scale Embodied AI Using Procedural Generation","Matt Deitke, Eli VanderBilt, Alvaro Herrasti, Luca Weihs, Kiana Ehsani, Jordi Salvador, Winson Han, Eric Kolve, Aniruddha Kembhavi, Roozbeh Mottaghi","https://papers.nips.cc//paper_files/paper/2022/file/27c546ab1e4f1d7d638e6a8dfbad9a07-Paper-Conference.pdf","2022"
"Label Distribution Learning Forests","Wei Shen, KAI ZHAO, Yilu Guo, Alan L. Yuille","https://papers.nips.cc//paper_files/paper/2017/file/6e2713a6efee97bacb63e52c54f0ada0-Paper.pdf","2017"
"Efficient Sublinear-Regret Algorithms for Online Sparse Linear Regression with Limited Observation","Shinji Ito, Daisuke Hatano, Hanna Sumita, Akihiro Yabe, Takuro Fukunaga, Naonori Kakimura, Ken-Ichi Kawarabayashi","https://papers.nips.cc//paper_files/paper/2017/file/6e5025ccc7d638ae4e724da8938450a6-Paper.pdf","2017"
"One More Step Towards Reality: Cooperative Bandits with Imperfect Communication","Udari Madhushani, Abhimanyu Dubey, Naomi Leonard, Alex Pentland","https://papers.nips.cc//paper_files/paper/2021/file/40cb228987243c91b2dd0b7c9c4a0856-Paper.pdf","2021"
"Multi-Agent Reinforcement Learning in Stochastic Networked Systems","Yiheng Lin, Guannan Qu, Longbo Huang, Adam Wierman","https://papers.nips.cc//paper_files/paper/2021/file/412604be30f701b1b1e3124c252065e6-Paper.pdf","2021"
"A Communication-Efficient Parallel Algorithm for Decision Tree","Qi Meng, Guolin Ke, Taifeng Wang, Wei Chen, Qiwei Ye, Zhi-Ming Ma, Tie-Yan Liu","https://papers.nips.cc//paper_files/paper/2016/file/10a5ab2db37feedfdeaab192ead4ac0e-Paper.pdf","2016"
